[run number],connect-number,resource-abundance,altruist-number,Max.Resource,Shared,hardship,miser-number,[step],sum [Waste] of altruists,sum [Harvest] of altruists,min [Harvest] of altruists,max [Harvest] of altruists,count foods,count (altruists) with [Harvest = 0]
70,3,2,20,52,0.33,1.3,0,197,6099.542703,958.626725,33.3730655,50.32112552,380,0
75,3,2,20,52,0.33,1.5,0,4,0,311,10.75067199,16.3957183,380,0
68,3,2,20,52,0.33,1.3,0,187,7016.734786,970.2652141,33.69034325,51.11780803,380,0
72,3,2,20,52,0.33,1.5,0,29,161.3281757,939.1718243,34.79526697,49.83488003,380,0
74,3,2,20,52,0.33,1.5,0,8,0,135,4.722490583,7.227800228,380,0
69,3,2,20,52,0.33,1.3,0,199,2857.234779,993.7652214,34.5341395,52,380,0
75,3,2,20,52,0.33,1.5,0,5,0,294,10.26971238,15.42744209,380,0
73,3,2,20,52,0.33,1.5,0,14,0,494,16.9654401,26.62289076,380,0
71,3,2,20,52,0.33,1.5,0,94,1199.480206,963.5197939,33.83575823,50.31590283,380,0
72,3,2,20,52,0.33,1.5,0,30,161.3281757,921.6718243,32.0271349,47.98290432,380,0
70,3,2,20,52,0.33,1.3,0,198,6117.056429,978.6129991,34.04995688,51.57329741,380,0
69,3,2,20,52,0.33,1.3,0,200,2866.418098,973.5819022,33.80733068,51.14598736,380,0
74,3,2,20,52,0.33,1.5,0,9,0,211.5,7.23566058,11.32826785,380,0
76,3,2,20,52,0.33,1.5,0,0,0,145,0,16,0,1
75,3,2,20,52,0.33,1.5,0,6,0,277,9.345907176,14.68312756,380,0
73,3,2,20,52,0.33,1.5,0,15,0,478.5,16.81059499,25.01103337,380,0
68,3,2,20,52,0.33,1.3,0,188,7211.690688,998.3093118,34.62656622,52,380,0
71,3,2,20,52,0.33,1.5,0,95,1199.480206,945.0197939,32.8535537,49.84119887,380,0
70,3,2,20,52,0.33,1.3,0,199,6118.814673,957.3547546,33.43444865,49.96589128,380,0
74,3,2,20,52,0.33,1.5,0,10,0,198,6.893337433,10.47575247,380,0
72,3,2,20,52,0.33,1.5,0,31,161.3281757,912.1718243,31.10125664,48.85755734,380,0
73,3,2,20,52,0.33,1.5,0,16,0,463,16.06348304,24.1319298,380,0
75,3,2,20,52,0.33,1.5,0,7,0,341,11.65093075,18.67488345,380,0
76,3,2,20,52,0.33,1.5,0,1,0,280,10.08855652,18.21935265,363,0
68,3,2,20,52,0.33,1.3,0,189,7218.589285,973.4107154,34.74581319,51.42205583,380,0
72,3,2,20,52,0.33,1.5,0,32,161.3281757,894.6718243,31.16610599,46.83883349,380,0
71,3,2,20,52,0.33,1.5,0,96,1199.480206,926.5197939,31.82424192,49.05193157,380,0
74,3,2,20,52,0.33,1.5,0,11,0,184.5,6.448838724,9.744094427,380,0
76,3,2,20,52,0.33,1.5,0,2,0,256,9.012333988,13.75150141,378,0
70,3,2,20,52,0.33,1.3,0,200,6219.440826,995.2286022,34.39970932,51.91880687,380,0
73,3,2,20,52,0.33,1.5,0,17,0,490.5,17.17766857,26.07223512,380,0
75,3,2,20,52,0.33,1.5,0,8,0,459,16.22874666,24.47444743,380,0
77,3,2,20,52,0.33,1.5,0,0,0,200,0,18,0,2
72,3,2,20,52,0.33,1.5,0,33,161.3281757,877.1718243,30.16754338,46.87331506,380,0
74,3,2,20,52,0.33,1.5,0,12,0,245,8.675120048,13.28700681,380,0
76,3,2,20,52,0.33,1.5,0,3,0,364,12.57735212,19.5441302,380,0
73,3,2,20,52,0.33,1.5,0,18,0,505,17.56217719,26.43383874,380,0
68,3,2,20,52,0.33,1.3,0,190,7221.240797,965.7592029,33.35835578,50.30790222,380,0
71,3,2,20,52,0.33,1.5,0,97,1208.856072,962.6439283,33.6728295,52,380,0
75,3,2,20,52,0.33,1.5,0,9,0,564,19.87725315,30.64110678,380,0
77,3,2,20,52,0.33,1.5,0,1,0,426,14.29515057,23.29162607,369,0
72,3,2,20,52,0.33,1.5,0,34,161.3281757,859.6718243,29.91607174,44.61041898,380,0
73,3,2,20,52,0.33,1.5,0,19,0,489.5,17.01303377,25.72742617,380,0
77,3,2,20,52,0.33,1.5,0,2,0,407,14.3560342,21.52744515,380,0
74,3,2,20,52,0.33,1.5,0,13,0,288.5,9.497650895,15.13553079,380,0
76,3,2,20,52,0.33,1.5,0,4,0,434,15.77340154,23.27480442,380,0
71,3,2,20,52,0.33,1.5,0,98,1280.128208,983.8717921,34.65714511,51.50284162,380,0
68,3,2,20,52,0.33,1.3,0,191,7336.307899,993.6921007,34.84,52,380,0
77,3,2,20,52,0.33,1.5,0,3,0,388,13.92178686,20.23193057,380,0
75,3,2,20,52,0.33,1.5,0,10,0,704,28.94774907,37.92315656,380,0
72,3,2,20,52,0.33,1.5,0,35,166.6928765,960.8071235,33.23264502,51.05736725,380,0
74,3,2,20,52,0.33,1.5,0,14,0,275,9.481214537,14.4123593,380,0
76,3,2,20,52,0.33,1.5,0,5,0,527,17.69328435,29.40451404,380,0
77,3,2,20,52,0.33,1.5,0,4,0,369,12.95397917,19.39900327,380,0
68,3,2,20,52,0.33,1.3,0,192,7339.311914,972.688086,33.67401517,51.19872986,380,0
71,3,2,20,52,0.33,1.5,0,99,1281.022717,964.4772832,33.50055068,50.22044436,380,0
75,3,2,20,52,0.33,1.5,0,11,0,708,24.35124035,37.17343085,380,0
74,3,2,20,52,0.33,1.5,0,15,0,261.5,9.155613544,13.75234829,380,0
77,3,2,20,52,0.33,1.5,0,5,0,350,11.97102,18.34282027,380,0
73,3,2,20,52,0.33,1.5,0,20,0,474,16.17868486,24.75105936,380,0
76,3,2,20,52,0.33,1.5,0,6,0,503,17.17287077,26.35934929,380,0
72,3,2,20,52,0.33,1.5,0,36,200.8197564,985.1802436,33.83330921,52,380,0
68,3,2,20,52,0.33,1.3,0,193,7382.095783,989.9042172,34.63244903,52,380,0
77,3,2,20,52,0.33,1.5,0,6,0,331,11.60727293,17.5889307,380,0
74,3,2,20,52,0.33,1.5,0,16,0,248,8.670381715,13.02088861,380,0
75,3,2,20,52,0.33,1.5,0,12,0,762,27.60786789,41.13349003,380,0
73,3,2,20,52,0.33,1.5,0,21,0,458.5,15.8670073,23.87543772,380,0
71,3,2,20,52,0.33,1.5,0,100,1325.592424,990.4075756,34.18961006,52,380,0
72,3,2,20,52,0.33,1.5,0,37,202.2885594,966.2114406,32.86589693,50.37722003,380,0
76,3,2,20,52,0.33,1.5,0,7,0,685,23.41759074,37.75602419,380,0
77,3,2,20,52,0.33,1.5,0,7,0,312,11.03613001,16.52105327,380,0
74,3,2,20,52,0.33,1.5,0,17,0,234.5,8.161780628,12.63909098,380,0
75,3,2,20,52,0.33,1.5,0,13,0,745,25.97020239,39.66335003,380,0
72,3,2,20,52,0.33,1.5,0,38,202.2885594,948.7114406,32.59457592,49.79334232,380,0
68,3,2,20,52,0.33,1.3,0,194,7402.649162,980.3508379,32.25132317,51.46824369,380,0
73,3,2,20,52,0.33,1.5,0,22,0,443,15.05658578,23.16706869,380,0
77,3,2,20,52,0.33,1.5,0,8,0,293,10.19014492,15.28715653,380,0
75,3,2,20,52,0.33,1.5,0,14,0,728,25.50931966,38.21863056,380,0
68,3,2,20,52,0.33,1.3,0,195,7404.292014,960.7079859,33.44629169,50.02789432,380,0
71,3,2,20,52,0.33,1.5,0,101,1328.479856,969.0201441,33.65594171,50.35882307,380,0
72,3,2,20,52,0.33,1.5,0,39,202.2885594,931.2114406,32.45854731,48.81162822,380,0
74,3,2,20,52,0.33,1.5,0,18,0,320,11.76606486,17.42159722,380,0
77,3,2,20,52,0.33,1.5,0,9,0,274,10.03076053,14.48625471,380,0
76,3,2,20,52,0.33,1.5,0,8,4.112075255,929.8879247,34.84,50.82589793,380,0
75,3,2,20,52,0.33,1.5,0,15,0,711,24.76185437,37.54987084,380,0
72,3,2,20,52,0.33,1.5,0,40,202.2885594,921.7114406,31.97246153,48.19481986,380,0
73,3,2,20,52,0.33,1.5,0,23,0,427.5,14.91243582,22.24554999,380,0
77,3,2,20,52,0.33,1.5,0,10,0,255,8.987758288,13.49746803,380,0
68,3,2,20,52,0.33,1.3,0,196,7427.130024,981.869976,34.49061316,51.18899563,380,0
75,3,2,20,52,0.33,1.5,0,16,0,694,24.28904737,37.39817397,380,0
71,3,2,20,52,0.33,1.5,0,102,1328.479856,950.5201441,33.30393404,50.70467958,380,0
72,3,2,20,52,0.33,1.5,0,41,202.2885594,922.2114406,31.97571274,48.20664372,380,0
76,3,2,20,52,0.33,1.5,0,9,4.492229166,926.5077708,31.43596049,52,380,0
74,3,2,20,52,0.33,1.5,0,19,0,306.5,10.30721736,16.11155961,380,0
77,3,2,20,52,0.33,1.5,0,11,0,236,8.176811275,12.58815396,380,0
71,3,2,20,52,0.33,1.5,0,103,1328.479856,932.0201441,32.39306547,49.33624078,380,0
73,3,2,20,52,0.33,1.5,0,24,0,412,14.38029623,21.64933291,380,0
68,3,2,20,52,0.33,1.3,0,197,7428.02733,962.9726699,32.92948389,50.13752798,380,0
76,3,2,20,52,0.33,1.5,0,10,4.492229166,902.5077708,31.3741102,48.82795244,380,0
75,3,2,20,52,0.33,1.5,0,17,0,697,25.24114679,37.03869338,380,0
72,3,2,20,52,0.33,1.5,0,42,202.2885594,904.7114406,31.42223949,46.94234182,380,0
74,3,2,20,52,0.33,1.5,0,20,0,293,10.20183056,15.26060412,380,0
77,3,2,20,52,0.33,1.5,0,12,0,217,8.020449619,11.42936334,380,0
71,3,2,20,52,0.33,1.5,0,104,1328.479856,913.5201441,31.76917054,47.33192949,380,0
68,3,2,20,52,0.33,1.3,0,198,7428.02733,944.9726699,31.76737762,49.37166361,380,0
76,3,2,20,52,0.33,1.5,0,11,4.492229166,878.5077708,30.81038653,46.43034277,380,0
74,3,2,20,52,0.33,1.5,0,21,0,295.5,10.64214395,17.70217912,380,0
72,3,2,20,52,0.33,1.5,0,43,202.2885594,887.2114406,30.73810887,46.23958673,380,0
73,3,2,20,52,0.33,1.5,0,25,0,415.5,14.63580752,22.04440553,380,0
77,3,2,20,52,0.33,1.5,0,13,0,198,7.067121533,10.90459736,380,0
75,3,2,20,52,0.33,1.5,0,18,3.530570584,860.4694294,31.07642899,46.16896309,380,0
71,3,2,20,52,0.33,1.5,0,105,1328.479856,895.0201441,31.10441536,46.57061012,380,0
76,3,2,20,52,0.33,1.5,0,12,4.492229166,854.5077708,27.74542112,45.72135857,380,0
68,3,2,20,52,0.33,1.3,0,199,7429.706823,970.2931766,33.79162833,50.7381587,380,0
72,3,2,20,52,0.33,1.5,0,44,202.2885594,869.7114406,30.49860854,46.2537896,380,0
75,3,2,20,52,0.33,1.5,0,19,3.530570584,885.4694294,30.39102521,46.23448072,380,0
74,3,2,20,52,0.33,1.5,0,22,0,487,17.29516435,26.28236436,380,0
73,3,2,20,52,0.33,1.5,0,26,0,400,14.07551993,21.10294337,380,0
77,3,2,20,52,0.33,1.5,0,14,0,179,6.347260712,9.455032096,380,0
76,3,2,20,52,0.33,1.5,0,13,4.492229166,830.5077708,28.92873673,43.56199999,380,0
68,3,2,20,52,0.33,1.3,0,200,7430.82508,954.1749198,34.1811236,50.14138368,380,0
78,3,2,20,52,0.33,1.5,0,0,0,183,0,18,0,1
71,3,2,20,52,0.33,1.5,0,106,1328.479856,877.5201441,28.22057396,46.26633362,380,0
72,3,2,20,52,0.33,1.5,0,45,202.2885594,881.2114406,30.79262224,46.34019725,380,0
75,3,2,20,52,0.33,1.5,0,20,3.530570584,868.4694294,30.29726884,45.10942796,380,0
74,3,2,20,52,0.33,1.5,0,23,0,543.5,18.91713508,28.98192999,380,0
75,3,2,20,52,0.33,1.5,0,21,3.530570584,851.4694294,29.08331398,44.47063147,380,0
76,3,2,20,52,0.33,1.5,0,14,4.492229166,843.5077708,28.72507223,44.30839467,380,0
73,3,2,20,52,0.33,1.5,0,27,0,506.5,16.94208484,27.72483096,380,0
77,3,2,20,52,0.33,1.5,0,15,0,160,4.366863214,8.662840347,380,0
78,3,2,20,52,0.33,1.5,0,1,0,447,14.74597404,24.48206195,370,0
71,3,2,20,52,0.33,1.5,0,107,1328.479856,859.0201441,30.21736387,44.83669509,380,0
72,3,2,20,52,0.33,1.5,0,46,202.2885594,863.7114406,30.05962791,45.3274548,380,0
74,3,2,20,52,0.33,1.5,0,24,0,530,16.53767668,28.62287623,380,0
75,3,2,20,52,0.33,1.5,0,22,3.530570584,834.4694294,29.17023028,44.31748161,380,0
78,3,2,20,52,0.33,1.5,0,2,0,520,17.68778979,28.90169595,380,0
74,3,2,20,52,0.33,1.5,0,25,0,567.5,19.54288884,30.03381885,380,0
71,3,2,20,52,0.33,1.5,0,108,1328.479856,840.5201441,29.41509442,43.72916042,380,0
76,3,2,20,52,0.33,1.5,0,15,57.67932707,996.3206729,34.2905085,52,380,0
73,3,2,20,52,0.33,1.5,0,28,0,688,22.978507,38.0469818,380,0
72,3,2,20,52,0.33,1.5,0,47,202.2885594,846.2114406,29.40632531,44.04846524,380,0
77,3,2,20,52,0.33,1.5,0,16,0,141,4.77630071,7.412104493,380,0
74,3,2,20,52,0.33,1.5,0,26,0,554,19.17606547,29.17824439,380,0
73,3,2,20,52,0.33,1.5,0,29,0,672.5,24.04805208,35.06091506,380,0
72,3,2,20,52,0.33,1.5,0,48,202.2885594,828.7114406,28.80231352,43.39200582,380,0
71,3,2,20,52,0.33,1.5,0,109,1328.479856,822.0201441,27.47921049,43.25960769,380,0
75,3,2,20,52,0.33,1.5,0,23,4.081863904,900.9181361,31.17466193,47.93142279,380,0
78,3,2,20,52,0.33,1.5,0,3,0,739,25.25592694,39.34756574,380,0
73,3,2,20,52,0.33,1.5,0,30,0,657,22.22333172,34.81585282,380,0
74,3,2,20,52,0.33,1.5,0,27,0,540.5,20.02808785,28.29006951,380,0
76,3,2,20,52,0.33,1.5,0,16,238.9542552,997.0457448,34.79740413,51.90962877,380,0
72,3,2,20,52,0.33,1.5,0,49,202.2885594,811.2114406,28.91874259,42.7051605,380,0
73,3,2,20,52,0.33,1.5,0,31,0,641.5,22.49380542,34.28398942,380,0
78,3,2,20,52,0.33,1.5,0,4,0,720,24.92380461,37.86683969,380,0
71,3,2,20,52,0.33,1.5,0,110,1328.479856,843.5201441,29.51999629,44.77562692,380,0
75,3,2,20,52,0.33,1.5,0,24,4.081863904,883.9181361,30.86046171,46.01677806,380,0
77,3,2,20,52,0.33,1.5,0,17,0,163,5.284547625,8.636785852,380,0
72,3,2,20,52,0.33,1.5,0,50,202.2885594,793.7114406,27.69664288,41.71832575,380,0
76,3,2,20,52,0.33,1.5,0,17,239.9365663,972.0634337,32.96474319,50.69943672,380,0
74,3,2,20,52,0.33,1.5,0,28,0,545,18.5572037,29.95560893,380,0
78,3,2,20,52,0.33,1.5,0,5,0,701,24.21253237,36.68120819,380,0
73,3,2,20,52,0.33,1.5,0,32,0,626,20.26290817,32.65149051,380,0
75,3,2,20,52,0.33,1.5,0,25,4.081863904,866.9181361,29.794718,46.16385477,380,0
72,3,2,20,52,0.33,1.5,0,51,202.2885594,776.2114406,27.07711636,40.30621238,380,0
76,3,2,20,52,0.33,1.5,0,18,239.9365663,948.0634337,32.69547847,50.38682223,380,0
74,3,2,20,52,0.33,1.5,0,29,0,531.5,18.57088544,27.97577853,380,0
71,3,2,20,52,0.33,1.5,0,111,1328.479856,842.0201441,28.97510422,44.76315148,380,0
73,3,2,20,52,0.33,1.5,0,33,0,610.5,20.63837949,32.36362539,380,0
75,3,2,20,52,0.33,1.5,0,26,10.40335944,922.5966406,32.91989189,49.69841787,380,0
78,3,2,20,52,0.33,1.5,0,6,0,825,27.4405135,50.30241104,380,0
77,3,2,20,52,0.33,1.5,0,18,0,144,5.132861921,7.673636589,380,0
72,3,2,20,52,0.33,1.5,0,52,202.2885594,758.7114406,26.14404478,40.20680648,380,0
76,3,2,20,52,0.33,1.5,0,19,239.9365663,924.0634337,32.98666088,49.77832481,380,0
74,3,2,20,52,0.33,1.5,0,30,0,518,18.00724851,27.34534193,380,0
71,3,2,20,52,0.33,1.5,0,112,1328.479856,823.5201441,28.71438402,42.87613436,380,0
72,3,2,20,52,0.33,1.5,0,53,202.2885594,793.2114406,27.14313682,42.12268693,380,0
76,3,2,20,52,0.33,1.5,0,20,239.9365663,900.0634337,31.39046779,46.79253902,380,0
75,3,2,20,52,0.33,1.5,0,27,17.7959775,940.2040225,32.58562791,48.84085919,380,0
73,3,2,20,52,0.33,1.5,0,34,0,796,28.09159893,44.05965551,380,0
78,3,2,20,52,0.33,1.5,0,7,0,861,29.54417867,48.01629783,380,0
74,3,2,20,52,0.33,1.5,0,31,0,707.5,25.09951828,38.12769517,380,0
76,3,2,20,52,0.33,1.5,0,21,239.9365663,876.0634337,30.23954386,45.91477586,380,0
71,3,2,20,52,0.33,1.5,0,113,1328.479856,821.0201441,27.97200985,45.70439732,380,0
75,3,2,20,52,0.33,1.5,0,28,17.7959775,923.2040225,32.48575863,48.61431671,380,0
72,3,2,20,52,0.33,1.5,0,54,202.2885594,823.7114406,28.06006174,44.19619353,380,0
77,3,2,20,52,0.33,1.5,0,19,0,274,9.452008776,14.71017591,380,0
76,3,2,20,52,0.33,1.5,0,22,239.9365663,852.0634337,29.68041856,45.28470874,380,0
74,3,2,20,52,0.33,1.5,0,32,0,694,24.40210869,36.33383993,380,0
73,3,2,20,52,0.33,1.5,0,35,32.45119546,987.0488045,31.24019856,52,380,0
78,3,2,20,52,0.33,1.5,0,8,4.101372076,917.8986279,32.54277187,48.25821076,380,0
71,3,2,20,52,0.33,1.5,0,114,1328.479856,802.5201441,27.97540461,42.76541638,380,0
72,3,2,20,52,0.33,1.5,0,55,202.2885594,806.2114406,27.86514193,42.18499752,380,0
76,3,2,20,52,0.33,1.5,0,23,239.9365663,828.0634337,28.88754403,43.31854537,380,0
75,3,2,20,52,0.33,1.5,0,29,156.5113095,999.4886905,27.41904693,52,380,0
74,3,2,20,52,0.33,1.5,0,33,0,680.5,23.99948392,36.22598145,380,0
77,3,2,20,52,0.33,1.5,0,20,0,358,12.3777957,18.8359462,380,0
71,3,2,20,52,0.33,1.5,0,115,1328.479856,784.0201441,27.01261185,40.84326386,380,0
72,3,2,20,52,0.33,1.5,0,56,202.2885594,788.7114406,27.34736134,41.15116738,380,0
78,3,2,20,52,0.33,1.5,0,9,76.80769432,994.1923057,34.84,52,380,0
73,3,2,20,52,0.33,1.5,0,36,261.069429,995.930571,34.73039657,52,380,0
76,3,2,20,52,0.33,1.5,0,24,239.9365663,804.0634337,28.07761756,43.04575483,380,0
75,3,2,20,52,0.33,1.5,0,30,183.5463667,979.4536333,34.43567175,51.37710387,380,0
72,3,2,20,52,0.33,1.5,0,57,202.2885594,771.2114406,26.96492144,40.17731179,380,0
74,3,2,20,52,0.33,1.5,0,34,0,687,22.07801102,36.04790843,380,0
73,3,2,20,52,0.33,1.5,0,37,266.4523444,975.0476556,34.13860029,51.15230323,380,0
77,3,2,20,52,0.33,1.5,0,21,0,339,11.28223153,17.85173519,380,0
75,3,2,20,52,0.33,1.5,0,31,183.5463667,962.4536333,30.74226278,51.03264551,380,0
71,3,2,20,52,0.33,1.5,0,116,1328.479856,765.5201441,26.74448505,39.8833014,380,0
76,3,2,20,52,0.33,1.5,0,25,240.1130398,889.8869602,32.76155179,48.26384441,380,0
72,3,2,20,52,0.33,1.5,0,58,202.2885594,753.7114406,26.07911917,39.53973948,380,0
78,3,2,20,52,0.33,1.5,0,10,245.6129433,1000.387057,28.23012196,52,380,0
73,3,2,20,52,0.33,1.5,0,38,271.2216665,968.7783335,33.51670061,50.81741053,380,0
75,3,2,20,52,0.33,1.5,0,32,183.5463667,945.4536333,32.98946415,50.00614633,380,0
74,3,2,20,52,0.33,1.5,0,35,0,673.5,23.47114507,34.97660173,380,0
76,3,2,20,52,0.33,1.5,0,26,240.1130398,865.8869602,30.35893437,45.8094084,380,0
71,3,2,20,52,0.33,1.5,0,117,1328.479856,747.0201441,26.00923972,39.00020174,380,0
72,3,2,20,52,0.33,1.5,0,59,202.2885594,736.2114406,25.62047069,39.66352206,380,0
73,3,2,20,52,0.33,1.5,0,39,274.7783165,961.7216835,33.33350013,51.6597992,380,0
74,3,2,20,52,0.33,1.5,0,36,0,660,22.95407379,34.32543058,380,0
78,3,2,20,52,0.33,1.5,0,11,405.1893815,1000.810619,34.72450401,52,380,0
75,3,2,20,52,0.33,1.5,0,33,183.5463667,928.4536333,32.39238529,48.58257502,380,0
77,3,2,20,52,0.33,1.5,0,22,0,424,14.96883055,22.33470314,380,0
76,3,2,20,52,0.33,1.5,0,27,240.270241,924.729759,31.41154247,51.86703159,380,0
71,3,2,20,52,0.33,1.5,0,118,1328.479856,728.5201441,24.69534644,38.12552692,380,0
73,3,2,20,52,0.33,1.5,0,40,274.7783165,946.2216835,33.45956596,49.61585124,380,0
74,3,2,20,52,0.33,1.5,0,37,0,664.5,23.75927329,35.37124779,380,0
75,3,2,20,52,0.33,1.5,0,34,183.5463667,911.4536333,31.88165024,47.99833213,380,0
72,3,2,20,52,0.33,1.5,0,60,207.1214115,958.8785885,32.56397906,51.67821961,380,0
71,3,2,20,52,0.33,1.5,0,119,1328.479856,710.0201441,24.91454181,37.16800224,380,0
73,3,2,20,52,0.33,1.5,0,41,274.7783165,930.7216835,32.34260539,49.74118479,380,0
78,3,2,20,52,0.33,1.5,0,12,457.0569251,988.9430749,34.20898315,52,380,0
76,3,2,20,52,0.33,1.5,0,28,350.7993541,999.2006459,34.31583675,52,380,0
74,3,2,20,52,0.33,1.5,0,38,0,699,24.61720548,36.84800572,380,0
75,3,2,20,52,0.33,1.5,0,35,183.5463667,894.4536333,31.24950176,46.73830619,380,0
73,3,2,20,52,0.33,1.5,0,42,275.5604858,928.4395142,32.48022997,49.34710502,380,0
78,3,2,20,52,0.33,1.5,0,13,458.3461504,968.6538496,33.72297692,50.90866298,380,0
77,3,2,20,52,0.33,1.5,0,23,0,644,21.72881026,35.1276999,380,0
74,3,2,20,52,0.33,1.5,0,39,0,685.5,24.04014862,36.53666477,380,0
76,3,2,20,52,0.33,1.5,0,29,365.8394402,978.1605598,34.06321784,52,380,0
71,3,2,20,52,0.33,1.5,0,120,1328.479856,722.5201441,25.13862953,38.1189013,380,0
72,3,2,20,52,0.33,1.5,0,61,384.555991,997.944009,34.43346114,52,380,0
78,3,2,20,52,0.33,1.5,0,14,458.3461504,949.6538496,32.9309266,50.2665117,380,0
75,3,2,20,52,0.33,1.5,0,36,204.2222238,968.7777762,34.12148968,51.45243799,380,0
73,3,2,20,52,0.33,1.5,0,43,289.6536803,951.8463197,33.11504072,49.46100353,380,0
76,3,2,20,52,0.33,1.5,0,30,366.6255502,953.3744498,32.89304048,50.39052881,380,0
74,3,2,20,52,0.33,1.5,0,40,0,672,23.27897234,35.34657181,380,0
72,3,2,20,52,0.33,1.5,0,62,465.9649578,990.0350422,34.58117939,51.6984558,380,0
78,3,2,20,52,0.33,1.5,0,15,458.3461504,930.6538496,32.11445273,48.76034688,380,0
77,3,2,20,52,0.33,1.5,0,24,0,635,22.21138484,33.9831853,380,0
76,3,2,20,52,0.33,1.5,0,31,366.6255502,929.3744498,33.12686383,48.65473577,380,0
71,3,2,20,52,0.33,1.5,0,121,1328.479856,892.0201441,31.44381701,49.68599569,380,0
75,3,2,20,52,0.33,1.5,0,37,211.2590559,959.7409441,33.31562443,52,380,0
73,3,2,20,52,0.33,1.5,0,44,289.6536803,949.3463197,32.93062578,51.39387453,380,0
78,3,2,20,52,0.33,1.5,0,16,458.3461504,911.6538496,32.24196469,47.85607542,380,0
74,3,2,20,52,0.33,1.5,0,41,0,681.5,23.84389675,35.67430561,380,0
72,3,2,20,52,0.33,1.5,0,63,470.7080745,967.7919255,33.49799647,52,380,0
75,3,2,20,52,0.33,1.5,0,38,211.2590559,942.7409441,32.75304047,49.28795822,380,0
78,3,2,20,52,0.33,1.5,0,17,458.3461504,892.6538496,30.98663947,46.35970967,380,0
76,3,2,20,52,0.33,1.5,0,32,366.6255502,905.3744498,31.66812371,47.23887991,380,0
77,3,2,20,52,0.33,1.5,0,25,0,616,21.50843405,32.6046405,380,0
73,3,2,20,52,0.33,1.5,0,45,289.6536803,933.8463197,32.49793614,49.61345818,380,0
71,3,2,20,52,0.33,1.5,0,122,1331.533632,932.4663681,34.33512419,52,380,0
72,3,2,20,52,0.33,1.5,0,64,478.8336713,980.1663287,34.25334521,51.03807384,380,0
74,3,2,20,52,0.33,1.5,0,42,0,776,28.37364375,41.45284155,380,0
78,3,2,20,52,0.33,1.5,0,18,458.3461504,873.6538496,30.46295552,46.52701135,380,0
76,3,2,20,52,0.33,1.5,0,33,366.6255502,881.3744498,30.86354091,47.64113101,380,0
75,3,2,20,52,0.33,1.5,0,39,259.6777402,985.3222598,34.63900872,51.55160564,380,0
73,3,2,20,52,0.33,1.5,0,46,289.6536803,918.3463197,32.01723919,47.7830539,380,0
74,3,2,20,52,0.33,1.5,0,43,0,810.5,26.18866174,42.82917031,380,0
78,3,2,20,52,0.33,1.5,0,19,458.3461504,854.6538496,29.69024262,44.78250241,380,0
77,3,2,20,52,0.33,1.5,0,26,0,597,20.84524033,31.06366653,380,0
75,3,2,20,52,0.33,1.5,0,40,260.6367349,967.3632651,33.75410306,51.01892144,380,0
72,3,2,20,52,0.33,1.5,0,65,479.8028788,961.6971212,33.62082743,51.04918166,380,0
71,3,2,20,52,0.33,1.5,0,123,1331.533632,913.9663681,31.44791412,48.18033483,380,0
73,3,2,20,52,0.33,1.5,0,47,289.6536803,902.8463197,31.46155145,47.45098527,380,0
76,3,2,20,52,0.33,1.5,0,34,368.6223146,942.3776854,32.7683541,49.47214097,380,0
75,3,2,20,52,0.33,1.5,0,41,260.6367349,950.3632651,33.73319635,50.56151078,380,0
74,3,2,20,52,0.33,1.5,0,44,1.231707943,913.7682921,30.80457264,49.23556465,380,0
76,3,2,20,52,0.33,1.5,0,35,368.6223146,926.3776854,32.34016581,49.07059826,380,0
78,3,2,20,52,0.33,1.5,0,20,527.4328088,986.5671912,34.34334356,52,380,0
72,3,2,20,52,0.33,1.5,0,66,479.8028788,944.1971212,33.1411825,49.70342899,380,0
73,3,2,20,52,0.33,1.5,0,48,308.1634573,966.8365427,33.4684627,52,380,0
71,3,2,20,52,0.33,1.5,0,124,1331.533632,895.4663681,31.20775994,47.31512241,380,0
77,3,2,20,52,0.33,1.5,0,27,0,791,28.35970826,42.08569387,380,0
75,3,2,20,52,0.33,1.5,0,42,260.6367349,933.3632651,32.54375603,50.14409961,380,0
76,3,2,20,52,0.33,1.5,0,36,368.6223146,902.3776854,31.35346162,47.38642235,380,0
74,3,2,20,52,0.33,1.5,0,45,12.36724025,959.1327598,33.45807107,51.31896281,380,0
78,3,2,20,52,0.33,1.5,0,21,530.4531616,964.5468384,32.31673596,50.51059897,380,0
72,3,2,20,52,0.33,1.5,0,67,479.8028788,926.6971212,32.50825097,48.11325211,380,0
73,3,2,20,52,0.33,1.5,0,49,401.666268,993.833732,34.84,52,380,0
76,3,2,20,52,0.33,1.5,0,37,368.6223146,878.3776854,30.66303543,47.43369903,380,0
71,3,2,20,52,0.33,1.5,0,125,1331.533632,884.9663681,30.84558395,46.15543503,380,0
78,3,2,20,52,0.33,1.5,0,22,530.4531616,945.5468384,32.4157805,50.07126983,380,0
75,3,2,20,52,0.33,1.5,0,43,260.6367349,916.3632651,31.86962104,47.70307585,380,0
74,3,2,20,52,0.33,1.5,0,46,12.36724025,945.6327598,32.92137573,49.11441216,380,0
77,3,2,20,52,0.33,1.5,0,28,5.127616884,971.8723831,33.10551939,52,380,0
72,3,2,20,52,0.33,1.5,0,68,484.9771862,926.0228138,32.02417366,48.13858615,380,0
