[run number],connect-number,resource-abundance,altruist-number,Max.Resource,Shared,hardship,miser-number,[step],sum [Waste] of altruists,sum [Harvest] of altruists,min [Harvest] of altruists,max [Harvest] of altruists,count foods,count (altruists) with [Harvest = 0]
2,3,2,20,52,0.33,0.1,0,39,4279.717767,989.7822326,34.50192409,51.80487778,380,0
8,3,2,20,52,0.33,0.1,0,35,6974.145887,996.8541135,34.78832579,52,380,0
6,3,2,20,52,0.33,0.1,0,36,5577.059936,996.9400637,34.31627014,52,380,0
5,3,2,20,52,0.33,0.1,0,40,5040.305494,994.6945061,31.7721532,52,380,0
3,3,2,20,52,0.33,0.1,0,37,5426.826829,998.173171,34.24440759,52,380,0
1,3,2,20,52,0.33,0.1,0,35,4054.942566,984.5574337,33.48643449,51.3618354,380,0
4,3,2,20,52,0.33,0.1,0,38,6042.440567,987.5594328,33.9359092,52,380,0
6,3,2,20,52,0.33,0.1,0,37,5678.795903,982.2040969,34.08523994,51.46162159,380,0
7,3,2,20,52,0.33,0.1,0,36,5406.846739,996.1532611,33.85393007,52,380,0
8,3,2,20,52,0.33,0.1,0,36,7112.871594,996.1284059,34.84,52,380,0
1,3,2,20,52,0.33,0.1,0,36,4068.740215,968.2597845,33.68875449,50.8348414,380,0
3,3,2,20,52,0.33,0.1,0,38,5543.513488,986.4865117,34.50406917,52,380,0
2,3,2,20,52,0.33,0.1,0,40,4489.231678,991.7683223,34.84,52,380,0
4,3,2,20,52,0.33,0.1,0,39,6232.669243,996.3307568,34.69137204,52,380,0
6,3,2,20,52,0.33,0.1,0,38,5787.692255,992.3077452,34.27855191,52,380,0
8,3,2,20,52,0.33,0.1,0,37,7149.247076,991.7529241,34.47682489,51.85731392,380,0
3,3,2,20,52,0.33,0.1,0,39,5652.757671,991.2423286,34.72273175,51.91981027,380,0
5,3,2,20,52,0.33,0.1,0,41,5246.417414,996.0825858,34.52764023,52,380,0
2,3,2,20,52,0.33,0.1,0,41,4666.79685,1002.70315,31.43895878,52,380,0
1,3,2,20,52,0.33,0.1,0,37,4258.840075,992.6599251,34.82237626,52,380,0
7,3,2,20,52,0.33,0.1,0,37,5565.288358,992.2116419,34.13956345,52,380,0
4,3,2,20,52,0.33,0.1,0,40,6453.873884,993.126116,34.7823078,52,380,0
6,3,2,20,52,0.33,0.1,0,39,5994.926361,995.0736385,34.84,52,380,0
8,3,2,20,52,0.33,0.1,0,38,7383.347443,996.6525572,34.58290986,52,380,0
3,3,2,20,52,0.33,0.1,0,40,5878.975473,995.0245268,34.68402833,52,380,0
2,3,2,20,52,0.33,0.1,0,42,4868.445219,996.5547815,34.49040596,52,380,0
1,3,2,20,52,0.33,0.1,0,38,4298.48623,977.51377,33.65364508,52,380,0
5,3,2,20,52,0.33,0.1,0,42,5468.914747,996.085253,33.78076769,52,380,0
7,3,2,20,52,0.33,0.1,0,38,5729.120608,990.8793924,34.29207743,52,380,0
4,3,2,20,52,0.33,0.1,0,41,6548.150308,990.8496918,34.02224252,51.76069834,380,0
6,3,2,20,52,0.33,0.1,0,40,6193.384541,998.6154594,33.65664109,52,380,0
5,3,2,20,52,0.33,0.1,0,43,5514.824448,988.6755522,33.89736932,52,380,0
8,3,2,20,52,0.33,0.1,0,39,7644.031802,998.9681976,34.75001084,52,380,0
3,3,2,20,52,0.33,0.1,0,41,6073.42517,997.5748297,34.40050236,52,380,0
2,3,2,20,52,0.33,0.1,0,43,5051.664288,998.8357122,34.57033971,52,380,0
1,3,2,20,52,0.33,0.1,0,39,4298.59409,956.9059099,33.34672362,51.08133715,380,0
3,3,2,20,52,0.33,0.1,0,42,6104.105692,985.8943085,34.3524251,51.59015447,380,0
4,3,2,20,52,0.33,0.1,0,42,6765.01282,1000.98718,34.49258214,52,380,0
6,3,2,20,52,0.33,0.1,0,41,6342.137308,988.8626921,33.27940762,51.92044592,380,0
7,3,2,20,52,0.33,0.1,0,39,5765.204282,970.2957179,32.30434853,51.2423273,380,0
5,3,2,20,52,0.33,0.1,0,44,5579.445923,987.5540766,34.2836752,51.55414385,380,0
2,3,2,20,52,0.33,0.1,0,44,5265.099938,999.9000623,34.77258958,52,380,0
1,3,2,20,52,0.33,0.1,0,40,4298.59409,936.4059099,32.16493185,48.87819498,380,0
3,3,2,20,52,0.33,0.1,0,43,6204.210837,989.7891633,34.84,51.81426763,380,0
4,3,2,20,52,0.33,0.1,0,43,6988.810585,993.189415,34.6882715,52,380,0
6,3,2,20,52,0.33,0.1,0,42,6545.475642,997.524358,34.84,52,380,0
7,3,2,20,52,0.33,0.1,0,40,5813.701259,982.2987412,34.83070647,51.31028325,380,0
8,3,2,20,52,0.33,0.1,0,40,7899.891325,999.1086746,34.74472674,52,380,0
2,3,2,20,52,0.33,0.1,0,45,5471.981758,999.5182415,34.81559143,52,380,0
5,3,2,20,52,0.33,0.1,0,45,5769.73483,998.7651696,33.39270732,52,380,0
1,3,2,20,52,0.33,0.1,0,41,4467.468368,995.0316317,34.69433945,52,380,0
3,3,2,20,52,0.33,0.1,0,44,6438.501188,996.4988117,34.46026188,52,380,0
6,3,2,20,52,0.33,0.1,0,43,6635.011544,987.9884557,34.22746641,52,380,0
4,3,2,20,52,0.33,0.1,0,44,7224.40758,998.5924203,34.84,52,380,0
7,3,2,20,52,0.33,0.1,0,41,5889.829368,998.670632,34.72305229,52,380,0
8,3,2,20,52,0.33,0.1,0,41,8144.309189,998.6908105,34.75331668,52,380,0
5,3,2,20,52,0.33,0.1,0,46,5993.417285,997.5827148,33.59513557,52,380,0
2,3,2,20,52,0.33,0.1,0,46,5716.83725,998.16275,34.71058253,52,380,0
6,3,2,20,52,0.33,0.1,0,44,6690.599651,983.4003486,34.26133949,51.7418258,380,0
1,3,2,20,52,0.33,0.1,0,42,4684.303746,996.6962536,34.84,52,380,0
3,3,2,20,52,0.33,0.1,0,45,6486.132647,983.8673532,34.84,52,380,0
4,3,2,20,52,0.33,0.1,0,45,7484.077077,993.9229234,34.56377386,52,380,0
7,3,2,20,52,0.33,0.1,0,42,6095.489613,999.510387,34.84,52,380,0
8,3,2,20,52,0.33,0.1,0,42,8373.145028,995.8549722,34.7609881,52,380,0
5,3,2,20,52,0.33,0.1,0,47,6181.302543,997.1974572,33.18697796,52,380,0
2,3,2,20,52,0.33,0.1,0,47,5927.189174,994.3108265,34.62010593,52,380,0
6,3,2,20,52,0.33,0.1,0,45,6864.25215,997.7478504,34.81112486,52,380,0
1,3,2,20,52,0.33,0.1,0,43,4835.790874,995.7091261,34.52483973,52,380,0
3,3,2,20,52,0.33,0.1,0,46,6634.429535,989.5704653,34.66528655,52,380,0
4,3,2,20,52,0.33,0.1,0,46,7720.630572,996.3694277,34.84,51.9310429,380,0
7,3,2,20,52,0.33,0.1,0,43,6306.971518,991.5284816,34.33574997,52,380,0
8,3,2,20,52,0.33,0.1,0,43,8617.582354,1001.417646,33.53160862,52,380,0
6,3,2,20,52,0.33,0.1,0,46,6967.148928,990.8510722,33.65076541,52,380,0
2,3,2,20,52,0.33,0.1,0,48,6149.530674,1003.469326,34.84,52,380,0
5,3,2,20,52,0.33,0.1,0,48,6374.412827,994.5871725,34.84,52,380,0
3,3,2,20,52,0.33,0.1,0,47,6871.195727,1000.804273,26.26,52,380,0
1,3,2,20,52,0.33,0.1,0,44,5091.128294,1000.871706,31.64582851,52,380,0
6,3,2,20,52,0.33,0.1,0,47,7041.862729,992.1372708,33.93412137,52,380,0
4,3,2,20,52,0.33,0.1,0,47,8013.59897,995.4010295,34.81982978,52,380,0
2,3,2,20,52,0.33,0.1,0,49,6155.454596,976.0454038,34.2644973,50.8772523,380,0
7,3,2,20,52,0.33,0.1,0,44,6525.956105,1000.043895,34.79653173,52,380,0
8,3,2,20,52,0.33,0.1,0,44,8848.21646,996.7835399,34.75450364,52,380,0
5,3,2,20,52,0.33,0.1,0,49,6536.665215,998.8347849,34.55059865,52,380,0
2,3,2,20,52,0.33,0.1,0,50,6155.457126,954.5428744,33.23981136,50.55458577,380,0
3,3,2,20,52,0.33,0.1,0,48,7058.830625,993.1693754,34.37266762,52,380,0
1,3,2,20,52,0.33,0.1,0,45,5331.602893,993.8971074,33.88352719,52,380,0
6,3,2,20,52,0.33,0.1,0,48,7278.24894,997.7510599,34.82066921,52,380,0
4,3,2,20,52,0.33,0.1,0,48,8231.406293,997.5937071,34.84,52,380,0
7,3,2,20,52,0.33,0.1,0,45,6768.676912,988.8230875,34.36743628,52,380,0
8,3,2,20,52,0.33,0.1,0,45,9139.133035,992.8669649,34.81228513,52,380,0
5,3,2,20,52,0.33,0.1,0,50,6760.416956,997.5830436,34.84,52,380,0
2,3,2,20,52,0.33,0.1,0,51,6278.975556,994.5244435,34.68051423,52,380,0
3,3,2,20,52,0.33,0.1,0,49,7314.724934,996.2750664,34.35205776,52,380,0
1,3,2,20,52,0.33,0.1,0,46,5514.011035,995.9889647,34.51041654,52,380,0
6,3,2,20,52,0.33,0.1,0,49,7465.99682,998.0031802,34.79491076,52,380,0
4,3,2,20,52,0.33,0.1,0,49,8441.696105,993.3038954,34.60212375,52,380,0
8,3,2,20,52,0.33,0.1,0,46,9388.71156,997.28844,34.82814581,52,380,0
7,3,2,20,52,0.33,0.1,0,46,6920.637471,990.3625286,34.64467443,52,380,0
5,3,2,20,52,0.33,0.1,0,51,6952.338347,1000.161653,34.84,51.92925743,380,0
1,3,2,20,52,0.33,0.1,0,47,5542.877282,980.6227179,34.07388477,51.25858165,380,0
3,3,2,20,52,0.33,0.1,0,50,7499.203789,994.7962109,33.85830318,52,380,0
2,3,2,20,52,0.33,0.1,0,52,6490.606908,999.3930915,33.38953253,52,380,0
6,3,2,20,52,0.33,0.1,0,50,7659.080916,1001.919084,33.03690349,52,380,0
4,3,2,20,52,0.33,0.1,0,50,8697.224322,996.7756783,34.76846323,52,380,0
7,3,2,20,52,0.33,0.1,0,47,7097.436283,997.0637167,34.40930647,51.97012147,380,0
8,3,2,20,52,0.33,0.1,0,47,9655.781174,999.2188258,34.48482445,52,380,0
5,3,2,20,52,0.33,0.1,0,52,7093.001274,992.998726,34.03081795,51.79261957,380,0
2,3,2,20,52,0.33,0.1,0,53,6745.405703,993.0942965,34.41794443,52,380,0
1,3,2,20,52,0.33,0.1,0,48,5542.937941,960.0620588,33.57540415,50.94230787,380,0
3,3,2,20,52,0.33,0.1,0,51,7712.485846,999.5141539,33.18110676,52,380,0
6,3,2,20,52,0.33,0.1,0,51,7870.789213,997.2107872,34.84,52,380,0
4,3,2,20,52,0.33,0.1,0,51,8965.63256,988.3674404,34.4441504,52,380,0
5,3,2,20,52,0.33,0.1,0,53,7156.698375,992.801625,33.93050893,52,380,0
7,3,2,20,52,0.33,0.1,0,48,7331.111263,989.8887371,34.59885585,51.90501159,380,0
8,3,2,20,52,0.33,0.1,0,48,9915.086629,997.9133712,34.66224782,52,380,0
2,3,2,20,52,0.33,0.1,0,54,6969.940863,999.0591366,34.41624324,52,380,0
3,3,2,20,52,0.33,0.1,0,52,7946.942423,999.0575773,34.7544728,52,380,0
1,3,2,20,52,0.33,0.1,0,49,5767.938438,996.5615621,34.60549758,52,380,0
6,3,2,20,52,0.33,0.1,0,52,8115.459663,1000.540337,34.40090396,52,380,0
5,3,2,20,52,0.33,0.1,0,54,7347.692915,994.3070846,34.76076374,52,380,0
4,3,2,20,52,0.33,0.1,0,52,9173.497149,993.5028507,34.44642029,52,380,0
7,3,2,20,52,0.33,0.1,0,49,7549.401315,996.0986846,34.57877834,52,380,0
8,3,2,20,52,0.33,0.1,0,49,10141.20269,992.7973113,34.84,52,380,0
2,3,2,20,52,0.33,0.1,0,55,7131.944398,997.5556015,34.77474869,52,380,0
3,3,2,20,52,0.33,0.1,0,53,8171.086101,993.9138987,34.84,52,380,0
5,3,2,20,52,0.33,0.1,0,55,7522.544811,994.955189,34.84,52,380,0
1,3,2,20,52,0.33,0.1,0,50,5948.463305,997.5366946,34.78725354,52,380,0
6,3,2,20,52,0.33,0.1,0,53,8324.45246,1000.54754,34.74742788,52,380,0
4,3,2,20,52,0.33,0.1,0,53,9485.754183,996.2458173,34.84,52,380,0
7,3,2,20,52,0.33,0.1,0,50,7789.208457,996.7915432,34.65641627,52,380,0
8,3,2,20,52,0.33,0.1,0,50,10384.03834,991.9616582,34.60327598,52,380,0
2,3,2,20,52,0.33,0.1,0,56,7360.785935,997.2140647,34.70849832,52,380,0
3,3,2,20,52,0.33,0.1,0,54,8395.36306,993.6369398,34.65488612,51.98972122,380,0
5,3,2,20,52,0.33,0.1,0,56,7689.345473,994.6545274,34.78202913,52,380,0
4,3,2,20,52,0.33,0.1,0,54,9699.555229,996.444771,34.75777728,52,380,0
6,3,2,20,52,0.33,0.1,0,54,8569.552283,993.4477174,34.84,52,380,0
1,3,2,20,52,0.33,0.1,0,51,6162.247565,994.2524354,34.25647621,52,380,0
7,3,2,20,52,0.33,0.1,0,51,7998.427294,996.0727058,34.84,52,380,0
8,3,2,20,52,0.33,0.1,0,51,10604.38008,996.6199157,34.56735191,52,380,0
2,3,2,20,52,0.33,0.1,0,57,7619.981224,997.5187755,34.84,52,380,0
5,3,2,20,52,0.33,0.1,0,57,7875.657637,997.842363,33.90565762,52,380,0
3,3,2,20,52,0.33,0.1,0,55,8626.536533,998.4634671,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,55,8789.310395,997.6896046,34.65543424,52,380,0
4,3,2,20,52,0.33,0.1,0,55,9992.543144,994.4568565,34.77362745,52,380,0
1,3,2,20,52,0.33,0.1,0,52,6401.276456,995.7235445,34.67109387,52,380,0
7,3,2,20,52,0.33,0.1,0,52,8209.566574,990.4334265,34.84,52,380,0
8,3,2,20,52,0.33,0.1,0,52,10875.6628,997.337203,34.67742342,52,380,0
4,3,2,20,52,0.33,0.1,0,56,10060.79148,983.2085209,34.41697231,51.34061343,380,0
2,3,2,20,52,0.33,0.1,0,58,7798.156673,995.8433266,34.68061728,52,380,0
5,3,2,20,52,0.33,0.1,0,58,8095.226472,994.7735285,34.59750382,52,380,0
3,3,2,20,52,0.33,0.1,0,56,8803.907495,995.0925049,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,56,8831.926764,990.0732357,34.31298499,51.57884814,380,0
4,3,2,20,52,0.33,0.1,0,57,10078.96095,981.0390473,33.70362248,52,380,0
1,3,2,20,52,0.33,0.1,0,53,6585.253627,994.2463733,34.60148982,52,380,0
7,3,2,20,52,0.33,0.1,0,53,8415.221742,998.2782584,34.10097183,52,380,0
8,3,2,20,52,0.33,0.1,0,53,11174.18339,996.8166068,34.49792408,52,380,0
5,3,2,20,52,0.33,0.1,0,59,8102.598573,968.9014273,33.87129296,52,380,0
2,3,2,20,52,0.33,0.1,0,59,8016.418026,1002.081974,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,57,8862.867015,988.132985,32.38816146,51.83294761,380,0
3,3,2,20,52,0.33,0.1,0,57,8992.725204,994.2747959,34.84,52,380,0
4,3,2,20,52,0.33,0.1,0,58,10318.75723,999.2427697,34.25897235,52,380,0
2,3,2,20,52,0.33,0.1,0,60,8028.382599,968.6174013,33.51102781,51.28735727,380,0
5,3,2,20,52,0.33,0.1,0,60,8270.175204,997.8247964,34.75358556,52,380,0
7,3,2,20,52,0.33,0.1,0,54,8565.783324,998.2166758,34.74299297,52,380,0
8,3,2,20,52,0.33,0.1,0,54,11258.37835,995.6216489,34.76110122,52,380,0
1,3,2,20,52,0.33,0.1,0,54,6789.64932,996.3506804,34.8116738,52,380,0
3,3,2,20,52,0.33,0.1,0,58,9139.479117,993.5208827,34.28391518,52,380,0
6,3,2,20,52,0.33,0.1,0,58,8951.762206,990.2377941,34.10676828,51.50489713,380,0
2,3,2,20,52,0.33,0.1,0,61,8028.382599,947.1174013,34.27444279,49.87624771,380,0
7,3,2,20,52,0.33,0.1,0,55,8624.959896,981.5401039,34.39419215,51.71189734,380,0
4,3,2,20,52,0.33,0.1,0,59,10532.54532,992.4546787,34.7653178,52,380,0
5,3,2,20,52,0.33,0.1,0,61,8460.793998,993.7060016,34.21905798,52,380,0
8,3,2,20,52,0.33,0.1,0,55,11272.24031,973.7596949,33.88556701,50.65714228,380,0
1,3,2,20,52,0.33,0.1,0,55,6999.41239,997.0876097,34.57587898,52,380,0
3,3,2,20,52,0.33,0.1,0,59,9335.189092,993.8109075,34.83154304,52,380,0
6,3,2,20,52,0.33,0.1,0,59,9083.919099,998.0809014,34.58457234,52,380,0
2,3,2,20,52,0.33,0.1,0,62,8028.382599,925.6174013,32.27588372,49.3365107,380,0
7,3,2,20,52,0.33,0.1,0,56,8832.796195,995.203805,34.84,52,380,0
1,3,2,20,52,0.33,0.1,0,56,7058.039993,984.9600071,33.79798125,51.68951387,380,0
4,3,2,20,52,0.33,0.1,0,60,10785.17961,996.8203904,34.84,52,380,0
5,3,2,20,52,0.33,0.1,0,62,8683.294867,999.7051331,32.07528879,52,380,0
8,3,2,20,52,0.33,0.1,0,56,11451.47714,994.5228606,34.70509844,52,380,0
3,3,2,20,52,0.33,0.1,0,60,9518.129648,995.8703521,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,60,9270.559305,997.4406953,34.1656044,52,380,0
7,3,2,20,52,0.33,0.1,0,57,8846.279886,982.2201139,33.8400879,51.68363187,380,0
2,3,2,20,52,0.33,0.1,0,63,8156.381783,997.1182165,34.55487712,52,380,0
1,3,2,20,52,0.33,0.1,0,57,7071.088777,971.4112228,33.46421541,52,380,0
4,3,2,20,52,0.33,0.1,0,61,11009.08925,997.9107539,32.50259427,52,380,0
5,3,2,20,52,0.33,0.1,0,63,8889.665311,995.8346893,34.67338221,52,380,0
3,3,2,20,52,0.33,0.1,0,61,9584.119001,982.8809992,33.92845654,51.85767498,380,0
8,3,2,20,52,0.33,0.1,0,57,11700.60812,995.3918799,34.75739767,52,380,0
7,3,2,20,52,0.33,0.1,0,58,8905.279268,986.7207315,34.02153606,52,380,0
6,3,2,20,52,0.33,0.1,0,61,9410.915631,993.0843688,34.77923382,52,380,0
2,3,2,20,52,0.33,0.1,0,64,8405.598308,993.4016917,34.43331218,52,380,0
6,3,2,20,52,0.33,0.1,0,62,9504.64805,993.3519504,33.70821965,52,380,0
4,3,2,20,52,0.33,0.1,0,62,11234.908,997.091997,34.15545277,52,380,0
5,3,2,20,52,0.33,0.1,0,64,9106.690045,992.3099551,34.53541427,52,380,0
3,3,2,20,52,0.33,0.1,0,62,9795.272364,994.7276356,34.84,52,380,0
7,3,2,20,52,0.33,0.1,0,59,9066.012598,1001.487402,33.32410828,52,380,0
8,3,2,20,52,0.33,0.1,0,58,11948.18798,995.8120167,34.78479731,52,380,0
1,3,2,20,52,0.33,0.1,0,58,7264.384762,996.6152376,34.84,52,380,0
2,3,2,20,52,0.33,0.1,0,65,8620.014143,994.4858574,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,63,9678.718558,996.2814417,34.3899028,52,380,0
4,3,2,20,52,0.33,0.1,0,63,11481.3415,994.6584996,33.73172898,52,380,0
5,3,2,20,52,0.33,0.1,0,65,9310.765342,1002.734658,32.18875614,52,380,0
3,3,2,20,52,0.33,0.1,0,63,10050.02193,995.9780724,33.95214985,52,380,0
8,3,2,20,52,0.33,0.1,0,59,12191.8478,993.1521953,34.78982274,52,380,0
7,3,2,20,52,0.33,0.1,0,60,9284.599822,993.4001778,34.76036645,52,380,0
1,3,2,20,52,0.33,0.1,0,59,7470.011753,999.4882471,34.84,52,380,0
2,3,2,20,52,0.33,0.1,0,66,8634.247959,974.7520406,33.60924525,50.85220058,380,0
6,3,2,20,52,0.33,0.1,0,64,9877.752531,1001.247469,30.51559487,52,380,0
5,3,2,20,52,0.33,0.1,0,66,9521.41339,1002.58661,30.07264369,52,380,0
4,3,2,20,52,0.33,0.1,0,64,11706.56971,994.4302948,34.28906533,52,380,0
8,3,2,20,52,0.33,0.1,0,60,12402.13591,1001.864086,26.42,52,380,0
3,3,2,20,52,0.33,0.1,0,64,10330.04801,996.9519854,34.84,52,380,0
2,3,2,20,52,0.33,0.1,0,67,8748.561085,996.9389146,33.44453431,52,380,0
7,3,2,20,52,0.33,0.1,0,61,9484.162316,996.3376844,34.75017547,52,380,0
1,3,2,20,52,0.33,0.1,0,60,7677.564066,995.4359336,34.84,52,380,0
4,3,2,20,52,0.33,0.1,0,65,11792.24582,994.7541804,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,65,10115.94313,998.0568675,34.84,52,380,0
5,3,2,20,52,0.33,0.1,0,67,9738.213135,995.2868649,34.84,52,380,0
8,3,2,20,52,0.33,0.1,0,61,12647.70873,996.2912664,34.66498606,52,380,0
3,3,2,20,52,0.33,0.1,0,65,10550.77998,997.2200223,33.47963552,52,380,0
2,3,2,20,52,0.33,0.1,0,68,8953.632721,995.3672788,34.5380877,52,380,0
7,3,2,20,52,0.33,0.1,0,62,9714.40245,999.5975496,34.00680507,52,380,0
4,3,2,20,52,0.33,0.1,0,66,11816.90277,973.097232,33.41570772,51.32303073,380,0
1,3,2,20,52,0.33,0.1,0,61,7905.686985,998.8130145,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,66,10243.31126,990.6887438,34.37275964,52,380,0
5,3,2,20,52,0.33,0.1,0,68,9973.516626,993.4833742,34.84,52,380,0
3,3,2,20,52,0.33,0.1,0,66,10746.91909,995.0809149,34.37865255,52,380,0
2,3,2,20,52,0.33,0.1,0,69,9143.659063,994.8409372,34.84,52,380,0
7,3,2,20,52,0.33,0.1,0,63,9944.972533,996.5274672,34.84,51.98585074,380,0
8,3,2,20,52,0.33,0.1,0,62,12912.88317,996.1168289,34.66458284,52,380,0
4,3,2,20,52,0.33,0.1,0,67,12075.41373,996.5862717,26.91190287,52,380,0
1,3,2,20,52,0.33,0.1,0,62,8117.523369,996.4766308,33.84569947,52,380,0
5,3,2,20,52,0.33,0.1,0,69,10103.46381,993.036189,34.57711266,51.84924769,380,0
6,3,2,20,52,0.33,0.1,0,67,10257.63819,986.361809,34.12099907,52,380,0
7,3,2,20,52,0.33,0.1,0,64,9978.200486,976.7995141,33.87413301,52,380,0
2,3,2,20,52,0.33,0.1,0,70,9395.924306,994.0756939,34.81986505,52,380,0
4,3,2,20,52,0.33,0.1,0,68,12326.68397,994.3160274,34.83151967,52,380,0
8,3,2,20,52,0.33,0.1,0,63,13124.52857,992.4714263,34.78265254,51.97497463,380,0
3,3,2,20,52,0.33,0.1,0,67,10874.13233,991.8676749,34.27444368,52,380,0
5,3,2,20,52,0.33,0.1,0,70,10179.81406,992.185942,34.4326478,51.74010033,380,0
1,3,2,20,52,0.33,0.1,0,63,8318.680913,999.8190875,33.41696875,52,380,0
6,3,2,20,52,0.33,0.1,0,68,10443.70654,994.2934616,34.83008165,52,380,0
7,3,2,20,52,0.33,0.1,0,65,10156.48924,988.0107565,33.6550531,52,380,0
8,3,2,20,52,0.33,0.1,0,64,13128.49045,970.5095516,33.42397111,51.95674564,380,0
4,3,2,20,52,0.33,0.1,0,69,12532.96571,1001.03429,33.070035,52,380,0
3,3,2,20,52,0.33,0.1,0,68,11088.90629,1002.093706,33.22795995,52,380,0
2,3,2,20,52,0.33,0.1,0,71,9622.95983,998.5401697,34.19377479,52,380,0
5,3,2,20,52,0.33,0.1,0,71,10390.10386,996.3961366,34.44185119,52,380,0
1,3,2,20,52,0.33,0.1,0,64,8517.016022,991.9839776,34.63982899,52,380,0
6,3,2,20,52,0.33,0.1,0,69,10592.72828,997.2717245,34.40653845,52,380,0
7,3,2,20,52,0.33,0.1,0,66,10351.67555,994.3244469,34.6073743,52,380,0
8,3,2,20,52,0.33,0.1,0,65,13251.07021,997.9297934,34.84,52,380,0
2,3,2,20,52,0.33,0.1,0,72,9727.388324,991.6116761,34.51678487,52,380,0
3,3,2,20,52,0.33,0.1,0,69,11329.99237,997.007627,34.81618333,52,380,0
4,3,2,20,52,0.33,0.1,0,70,12826.34398,995.6560154,34.7992765,52,380,0
5,3,2,20,52,0.33,0.1,0,72,10619.30378,999.6962185,34.84,52,380,0
6,3,2,20,52,0.33,0.1,0,70,10814.0412,994.9587964,34.84,52,380,0
1,3,2,20,52,0.33,0.1,0,65,8758.192077,1001.307923,31.7,52,380,0
7,3,2,20,52,0.33,0.1,0,67,10510.11248,993.3875164,34.80360747,51.9710105,380,0
8,3,2,20,52,0.33,0.1,0,66,13518.48119,1001.518809,34.80165738,52,380,0
2,3,2,20,52,0.33,0.1,0,73,9866.152462,999.3475375,34.63180281,52,380,0
3,3,2,20,52,0.33,0.1,0,70,11486.36764,998.6323648,34.49112705,52,380,0
4,3,2,20,52,0.33,0.1,0,71,13054.63512,994.3648844,34.13981511,52,380,0
5,3,2,20,52,0.33,0.1,0,73,10830.82207,997.6779307,34.70148799,52,380,0
1,3,2,20,52,0.33,0.1,0,66,8770.723819,976.2761811,33.40579155,51.74608592,380,0
2,3,2,20,52,0.33,0.1,0,74,9901.924285,985.0757153,34.15249891,51.77301494,380,0
6,3,2,20,52,0.33,0.1,0,71,11030.67929,998.3207085,33.45464074,52,380,0
7,3,2,20,52,0.33,0.1,0,68,10702.97007,995.0299268,34.81227617,52,380,0
8,3,2,20,52,0.33,0.1,0,67,13741.30155,995.6984472,34.84,52,380,0
3,3,2,20,52,0.33,0.1,0,71,11732.49951,994.5004875,34.69304582,52,380,0
4,3,2,20,52,0.33,0.1,0,72,13296.27457,998.7254323,34.80047729,52,380,0
1,3,2,20,52,0.33,0.1,0,67,8773.548737,967.9512629,33.56990011,50.39297512,380,0
2,3,2,20,52,0.33,0.1,0,75,9916.054096,970.445904,34.1157771,51.28721345,380,0
5,3,2,20,52,0.33,0.1,0,74,11056.17012,1000.829879,31.63939528,52,380,0
6,3,2,20,52,0.33,0.1,0,72,11252.0952,1000.904798,34.78361321,52,380,0
8,3,2,20,52,0.33,0.1,0,68,13990.04294,991.9570578,34.7641743,51.94857968,380,0
7,3,2,20,52,0.33,0.1,0,69,10927.14244,994.3575624,34.47383554,52,380,0
4,3,2,20,52,0.33,0.1,0,73,13535.39354,997.6064611,34.84,52,380,0
3,3,2,20,52,0.33,0.1,0,72,11917.86934,999.1306565,34.84,52,380,0
5,3,2,20,52,0.33,0.1,0,75,11237.43183,998.0681713,34.84,52,380,0
2,3,2,20,52,0.33,0.1,0,76,10101.68904,993.3109552,31.76499907,51.92122178,380,0
6,3,2,20,52,0.33,0.1,0,73,11540.18932,994.8106824,34.79648091,52,380,0
7,3,2,20,52,0.33,0.1,0,70,11140.66828,996.3317206,34.84,52,380,0
8,3,2,20,52,0.33,0.1,0,69,14221.14412,993.8558788,34.2148614,52,380,0
1,3,2,20,52,0.33,0.1,0,68,8989.562859,998.4371411,34.64278075,52,380,0
3,3,2,20,52,0.33,0.1,0,73,11977.24275,990.7572464,34.84,51.89930391,380,0
4,3,2,20,52,0.33,0.1,0,74,13774.54973,997.4502654,34.82312628,52,380,0
5,3,2,20,52,0.33,0.1,0,76,11375.65935,996.3406523,34.52079153,52,380,0
2,3,2,20,52,0.33,0.1,0,77,10308.58442,996.9155756,34.79724071,52,380,0
6,3,2,20,52,0.33,0.1,0,74,11728.8463,994.1536985,34.64474638,52,380,0
5,3,2,20,52,0.33,0.1,0,77,11485.71104,995.7889619,34.53804102,52,380,0
7,3,2,20,52,0.33,0.1,0,71,11354.55056,1001.949439,31.47183624,52,380,0
8,3,2,20,52,0.33,0.1,0,70,14513.81794,997.1820609,34.62883367,52,380,0
1,3,2,20,52,0.33,0.1,0,69,9197.005589,991.4944112,34.37214711,52,380,0
3,3,2,20,52,0.33,0.1,0,74,12075.23958,987.7604197,34.3612855,52,380,0
4,3,2,20,52,0.33,0.1,0,75,14017.12876,993.8712409,34.67462325,52,380,0
2,3,2,20,52,0.33,0.1,0,78,10568.87919,998.1208092,34.60769846,52,380,0
