[run number],connect-number,resource-abundance,altruist-number,Max.Resource,Shared,hardship,miser-number,[step],sum [Waste] of misers,sum [Harvest] of misers,min [Harvest] of misers,max [Harvest] of misers,count (misers) with [Harvest <= 0]
125,3,2,0,52,0.33,2.5,20,1,0,148.5,0,16,3
123,3,2,0,52,0.33,2.5,20,4,0,326,0,33,1
124,3,2,0,52,0.33,2.5,20,4,0,250,0,26,2
124,3,2,0,52,0.33,2.5,20,5,0,229.5,0,24.5,2
119,3,2,0,52,0.33,2.3,20,149,931.5,520.5,0,52,4
121,3,2,0,52,0.33,2.5,20,113,669,646,0,52,5
123,3,2,0,52,0.33,2.5,20,5,0,307,0,32,1
120,3,2,0,52,0.33,2.3,20,109,499,628.5,0,52,4
118,3,2,0,52,0.33,2.3,20,162,385,333,0,52,7
119,3,2,0,52,0.33,2.3,20,150,931.5,508.5,0,52,4
122,3,2,0,52,0.33,2.5,20,108,448,723,0,52,1
125,3,2,0,52,0.33,2.5,20,2,0,132,0,15,4
124,3,2,0,52,0.33,2.5,20,6,0,209,0,23,2
123,3,2,0,52,0.33,2.5,20,6,0,289,0,32,2
120,3,2,0,52,0.33,2.3,20,110,499,616.5,0,52,4
119,3,2,0,52,0.33,2.3,20,151,931.5,497,0,52,5
125,3,2,0,52,0.33,2.5,20,3,0,117.5,0,15,4
121,3,2,0,52,0.33,2.5,20,114,717.5,682,0,52,5
125,3,2,0,52,0.33,2.5,20,4,0,103,0,15,6
123,3,2,0,52,0.33,2.5,20,7,0,272,0,32,2
119,3,2,0,52,0.33,2.3,20,152,931.5,486.5,0,52,5
125,3,2,0,52,0.33,2.5,20,5,0,93,0,15,8
124,3,2,0,52,0.33,2.5,20,7,0,228.5,0,30,3
122,3,2,0,52,0.33,2.5,20,109,505.5,764.5,0,52,1
121,3,2,0,52,0.33,2.5,20,115,751.5,680.5,0,52,4
120,3,2,0,52,0.33,2.3,20,111,499,605.5,0,52,5
123,3,2,0,52,0.33,2.5,20,8,0,255,0,32,2
119,3,2,0,52,0.33,2.3,20,153,931.5,476,0,52,5
118,3,2,0,52,0.33,2.3,20,163,444,419,0,52,4
122,3,2,0,52,0.33,2.5,20,110,505.5,753.5,0,52,1
124,3,2,0,52,0.33,2.5,20,8,0,210,0,28,3
123,3,2,0,52,0.33,2.5,20,9,0,238,0,32,3
121,3,2,0,52,0.33,2.5,20,116,759.5,693,0,52,2
125,3,2,0,52,0.33,2.5,20,6,0,146,0,23,5
119,3,2,0,52,0.33,2.3,20,154,931.5,466.5,0,52,6
120,3,2,0,52,0.33,2.3,20,112,499,595.5,0,52,5
123,3,2,0,52,0.33,2.5,20,10,0,224,0,32,5
124,3,2,0,52,0.33,2.5,20,9,0,191.5,0,26,3
122,3,2,0,52,0.33,2.5,20,111,505.5,742.5,0,52,1
118,3,2,0,52,0.33,2.3,20,164,444,404,0,52,5
119,3,2,0,52,0.33,2.3,20,155,931.5,458,0,52,6
121,3,2,0,52,0.33,2.5,20,117,759.5,701.5,0,52,2
118,3,2,0,52,0.33,2.3,20,165,444,390,0,52,5
120,3,2,0,52,0.33,2.3,20,113,499,585.5,0,52,5
118,3,2,0,52,0.33,2.3,20,166,444,376,0,52,5
118,3,2,0,52,0.33,2.3,20,167,444,363,0,52,6
124,3,2,0,52,0.33,2.5,20,10,0,194,0,24,4
119,3,2,0,52,0.33,2.3,20,156,931.5,449.5,0,52,6
121,3,2,0,52,0.33,2.5,20,118,801.5,695,0,52,3
123,3,2,0,52,0.33,2.5,20,11,0,212,0,32,5
118,3,2,0,52,0.33,2.3,20,168,444,351,0,52,6
122,3,2,0,52,0.33,2.5,20,112,505.5,731.5,0,52,1
121,3,2,0,52,0.33,2.5,20,119,801.5,683.5,0,52,3
119,3,2,0,52,0.33,2.3,20,157,931.5,441,0,52,6
120,3,2,0,52,0.33,2.3,20,114,499,575.5,0,52,5
123,3,2,0,52,0.33,2.5,20,12,0,200,0,32,6
125,3,2,0,52,0.33,2.5,20,7,0,287,0,34,4
124,3,2,0,52,0.33,2.5,20,11,0,177,0,22,5
118,3,2,0,52,0.33,2.3,20,169,444,340,0,52,8
119,3,2,0,52,0.33,2.3,20,158,931.5,432.5,0,52,7
120,3,2,0,52,0.33,2.3,20,115,499,565.5,0,52,5
123,3,2,0,52,0.33,2.5,20,13,0,190,0,32,6
118,3,2,0,52,0.33,2.3,20,170,444,330,0,52,9
121,3,2,0,52,0.33,2.5,20,120,801.5,673,0,52,4
124,3,2,0,52,0.33,2.5,20,12,0,162.5,0,21,6
122,3,2,0,52,0.33,2.5,20,113,505.5,739,2,52,0
120,3,2,0,52,0.33,2.3,20,116,499,555.5,0,52,5
123,3,2,0,52,0.33,2.5,20,14,0,180,0,32,7
123,3,2,0,52,0.33,2.5,20,15,0,171.5,0,32,7
118,3,2,0,52,0.33,2.3,20,171,444,322,0,52,10
125,3,2,0,52,0.33,2.5,20,8,0,273,0,34,5
124,3,2,0,52,0.33,2.5,20,13,0,147.5,0,21,7
118,3,2,0,52,0.33,2.3,20,172,444,314.5,0,52,10
123,3,2,0,52,0.33,2.5,20,16,0,163,0,32,7
119,3,2,0,52,0.33,2.3,20,159,992,469,0,52,4
118,3,2,0,52,0.33,2.3,20,173,444,307,0,52,10
121,3,2,0,52,0.33,2.5,20,121,899,711,0,52,3
122,3,2,0,52,0.33,2.5,20,114,505.5,726.5,0,52,1
120,3,2,0,52,0.33,2.3,20,117,556,589,0,52,2
123,3,2,0,52,0.33,2.5,20,17,0,154.5,0,32,7
119,3,2,0,52,0.33,2.3,20,160,992,456,0,52,5
125,3,2,0,52,0.33,2.5,20,9,0,260,0,34,5
121,3,2,0,52,0.33,2.5,20,122,899,699.5,0,52,3
118,3,2,0,52,0.33,2.3,20,174,444,299.5,0,52,10
123,3,2,0,52,0.33,2.5,20,18,0,146,0,32,8
118,3,2,0,52,0.33,2.3,20,175,444,292,0,52,10
122,3,2,0,52,0.33,2.5,20,115,505.5,716,0,52,1
119,3,2,0,52,0.33,2.3,20,161,992,444.5,0,52,5
123,3,2,0,52,0.33,2.5,20,19,0,138.5,0,32,8
120,3,2,0,52,0.33,2.3,20,118,556,575.5,0,52,3
118,3,2,0,52,0.33,2.3,20,176,444,284.5,0,52,10
124,3,2,0,52,0.33,2.5,20,14,0,191,0,28,5
121,3,2,0,52,0.33,2.5,20,123,899,688,0,52,3
123,3,2,0,52,0.33,2.5,20,20,0,132,0,32,9
120,3,2,0,52,0.33,2.3,20,119,556,563,0,52,3
118,3,2,0,52,0.33,2.3,20,177,444,277,0,52,10
122,3,2,0,52,0.33,2.5,20,116,505.5,705.5,0,52,2
125,3,2,0,52,0.33,2.5,20,10,0,247,0,34,5
119,3,2,0,52,0.33,2.3,20,162,992,433,0,52,5
123,3,2,0,52,0.33,2.5,20,21,0,127,0,32,10
119,3,2,0,52,0.33,2.3,20,163,992,422,0,52,6
125,3,2,0,52,0.33,2.5,20,11,0,234,0,34,5
120,3,2,0,52,0.33,2.3,20,120,556,551.5,0,52,4
119,3,2,0,52,0.33,2.3,20,164,992,412,0,52,7
123,3,2,0,52,0.33,2.5,20,22,0,123,0,32,11
118,3,2,0,52,0.33,2.3,20,178,444,285.5,0,52,10
121,3,2,0,52,0.33,2.5,20,124,899,676.5,0,52,3
122,3,2,0,52,0.33,2.5,20,117,505.5,696.5,0,52,2
124,3,2,0,52,0.33,2.5,20,15,0,199,0,27,5
118,3,2,0,52,0.33,2.3,20,179,444,277.5,0,52,10
119,3,2,0,52,0.33,2.3,20,165,992,404,0,52,7
125,3,2,0,52,0.33,2.5,20,12,0,221,0,34,5
122,3,2,0,52,0.33,2.5,20,118,505.5,687.5,0,52,2
118,3,2,0,52,0.33,2.3,20,180,444,269.5,0,52,10
120,3,2,0,52,0.33,2.3,20,121,556,541,0,52,4
124,3,2,0,52,0.33,2.5,20,16,0,181,0,25,7
123,3,2,0,52,0.33,2.5,20,23,0,177.5,0,42,6
121,3,2,0,52,0.33,2.5,20,125,937,683.5,0,52,2
118,3,2,0,52,0.33,2.3,20,181,444,261.5,0,52,10
124,3,2,0,52,0.33,2.5,20,17,0,167,0,23.5,7
123,3,2,0,52,0.33,2.5,20,24,0,166,0,42,7
121,3,2,0,52,0.33,2.5,20,126,937,671.5,0,52,3
122,3,2,0,52,0.33,2.5,20,119,505.5,678.5,0,52,2
124,3,2,0,52,0.33,2.5,20,18,0,154,0,22,8
125,3,2,0,52,0.33,2.5,20,13,0,208,0,34,5
118,3,2,0,52,0.33,2.3,20,182,444,253.5,0,52,11
125,3,2,0,52,0.33,2.5,20,14,0,195,0,34,5
119,3,2,0,52,0.33,2.3,20,166,1031.5,452,0,52,5
123,3,2,0,52,0.33,2.5,20,25,0,155.5,0,42,7
121,3,2,0,52,0.33,2.5,20,127,937,662,0,52,5
118,3,2,0,52,0.33,2.3,20,183,444,246.5,0,52,11
122,3,2,0,52,0.33,2.5,20,120,505.5,669.5,0,52,3
125,3,2,0,52,0.33,2.5,20,15,0,183,0,34,7
120,3,2,0,52,0.33,2.3,20,122,592.5,610,0,52,3
118,3,2,0,52,0.33,2.3,20,184,444,239.5,0,52,11
121,3,2,0,52,0.33,2.5,20,128,937,654.5,0,52,5
118,3,2,0,52,0.33,2.3,20,185,444,232.5,0,52,11
123,3,2,0,52,0.33,2.5,20,26,0,215.5,0,45,4
122,3,2,0,52,0.33,2.5,20,121,505.5,661,0,52,3
124,3,2,0,52,0.33,2.5,20,19,0,142,0,21,10
125,3,2,0,52,0.33,2.5,20,16,0,234.5,0,34,4
118,3,2,0,52,0.33,2.3,20,186,444,242.5,0,52,10
123,3,2,0,52,0.33,2.5,20,27,0,276,0,45,1
119,3,2,0,52,0.33,2.3,20,167,1083.5,463.5,0,52,5
122,3,2,0,52,0.33,2.5,20,122,505.5,652.5,0,52,3
121,3,2,0,52,0.33,2.5,20,129,937,647,0,52,5
125,3,2,0,52,0.33,2.5,20,17,0,221,0,34,6
122,3,2,0,52,0.33,2.5,20,123,505.5,644,0,52,3
123,3,2,0,52,0.33,2.5,20,28,0,255.5,0,45,2
125,3,2,0,52,0.33,2.5,20,18,0,209.5,0,34,6
124,3,2,0,52,0.33,2.5,20,20,0,159.5,0,21,9
120,3,2,0,52,0.33,2.3,20,123,720.5,726.5,3.5,52,0
122,3,2,0,52,0.33,2.5,20,124,505.5,635.5,0,52,3
123,3,2,0,52,0.33,2.5,20,29,0,237,0,45,3
121,3,2,0,52,0.33,2.5,20,130,937,639.5,0,52,5
124,3,2,0,52,0.33,2.5,20,21,0,148,0,21,9
118,3,2,0,52,0.33,2.3,20,187,444,235.5,0,52,10
122,3,2,0,52,0.33,2.5,20,125,505.5,627,0,52,3
125,3,2,0,52,0.33,2.5,20,19,0,199,0,34,7
124,3,2,0,52,0.33,2.5,20,22,0,136.5,0,21,10
121,3,2,0,52,0.33,2.5,20,131,937,632,0,52,5
119,3,2,0,52,0.33,2.3,20,168,1101,478,0,52,4
118,3,2,0,52,0.33,2.3,20,188,444,228.5,0,52,10
118,3,2,0,52,0.33,2.3,20,189,444,221.5,0,52,11
122,3,2,0,52,0.33,2.5,20,126,505.5,619.5,0,52,4
123,3,2,0,52,0.33,2.5,20,30,0,360.5,0,45,3
119,3,2,0,52,0.33,2.3,20,169,1101,467,0,52,4
122,3,2,0,52,0.33,2.5,20,127,505.5,612.5,0,52,4
121,3,2,0,52,0.33,2.5,20,132,937,624.5,0,52,5
125,3,2,0,52,0.33,2.5,20,20,0,193.5,0,34,8
122,3,2,0,52,0.33,2.5,20,128,505.5,605.5,0,52,4
123,3,2,0,52,0.33,2.5,20,31,0,363.5,0,45,3
118,3,2,0,52,0.33,2.3,20,190,444,250.5,0,52,10
122,3,2,0,52,0.33,2.5,20,129,505.5,598.5,0,52,4
124,3,2,0,52,0.33,2.5,20,23,0,127,0,21,10
120,3,2,0,52,0.33,2.3,20,124,869.5,821,6,52,0
123,3,2,0,52,0.33,2.5,20,32,0,346.5,0,45,3
124,3,2,0,52,0.33,2.5,20,24,0,117.5,0,21,10
122,3,2,0,52,0.33,2.5,20,130,505.5,591.5,0,52,4
121,3,2,0,52,0.33,2.5,20,133,988,657,0,52,3
119,3,2,0,52,0.33,2.3,20,170,1122,481,0,52,5
118,3,2,0,52,0.33,2.3,20,191,458,273,0,52,8
124,3,2,0,52,0.33,2.5,20,25,0,108,0,21,10
118,3,2,0,52,0.33,2.3,20,192,458,262,0,52,9
123,3,2,0,52,0.33,2.5,20,33,0,338.5,0,45,3
120,3,2,0,52,0.33,2.3,20,125,891,807,6.5,52,0
119,3,2,0,52,0.33,2.3,20,171,1122,473.5,0,52,6
122,3,2,0,52,0.33,2.5,20,131,505.5,584.5,0,52,4
125,3,2,0,52,0.33,2.5,20,21,0,332,0,44,4
118,3,2,0,52,0.33,2.3,20,193,458,254,0,52,11
119,3,2,0,52,0.33,2.3,20,172,1122,464.5,0,52,6
118,3,2,0,52,0.33,2.3,20,194,458,248,0,52,11
122,3,2,0,52,0.33,2.5,20,132,505.5,577.5,0,52,4
119,3,2,0,52,0.33,2.3,20,173,1122,455.5,0,52,6
121,3,2,0,52,0.33,2.5,20,134,1088.5,695,0,52,2
123,3,2,0,52,0.33,2.5,20,34,0,321.5,0,45,3
118,3,2,0,52,0.33,2.3,20,195,458,242,0,52,11
122,3,2,0,52,0.33,2.5,20,133,505.5,570.5,0,52,4
119,3,2,0,52,0.33,2.3,20,174,1122,446.5,0,52,6
118,3,2,0,52,0.33,2.3,20,196,458,236,0,52,11
120,3,2,0,52,0.33,2.3,20,126,983.5,802,6,52,0
123,3,2,0,52,0.33,2.5,20,35,0,304.5,0,45,4
121,3,2,0,52,0.33,2.5,20,135,1088.5,681.5,0,52,2
125,3,2,0,52,0.33,2.5,20,22,0,316.5,0,44,4
124,3,2,0,52,0.33,2.5,20,26,0,98.5,0,21,10
119,3,2,0,52,0.33,2.3,20,175,1122,437.5,0,52,6
118,3,2,0,52,0.33,2.3,20,197,458,230,0,52,11
122,3,2,0,52,0.33,2.5,20,134,505.5,563.5,0,52,4
119,3,2,0,52,0.33,2.3,20,176,1122,429,0,52,7
123,3,2,0,52,0.33,2.5,20,36,0,289.5,0,45,6
125,3,2,0,52,0.33,2.5,20,23,0,301,0,44,4
119,3,2,0,52,0.33,2.3,20,177,1122,421.5,0,52,7
124,3,2,0,52,0.33,2.5,20,27,0,89,0,21,10
121,3,2,0,52,0.33,2.5,20,136,1088.5,668,0,52,2
123,3,2,0,52,0.33,2.5,20,37,0,277,0,45,6
122,3,2,0,52,0.33,2.5,20,135,505.5,556.5,0,52,4
124,3,2,0,52,0.33,2.5,20,28,0,79.5,0,21,10
119,3,2,0,52,0.33,2.3,20,178,1122,414,0,52,7
118,3,2,0,52,0.33,2.3,20,198,458,224,0,52,11
121,3,2,0,52,0.33,2.5,20,137,1106.5,654.5,0,52,3
125,3,2,0,52,0.33,2.5,20,24,0,285.5,0,44,4
122,3,2,0,52,0.33,2.5,20,136,505.5,549.5,0,52,4
119,3,2,0,52,0.33,2.3,20,179,1122,436.5,0,52,7
123,3,2,0,52,0.33,2.5,20,38,0,265.5,0,45,7
121,3,2,0,52,0.33,2.5,20,138,1106.5,643,0,52,3
125,3,2,0,52,0.33,2.5,20,25,0,270,0,44,5
121,3,2,0,52,0.33,2.5,20,139,1106.5,631.5,0,52,4
124,3,2,0,52,0.33,2.5,20,29,0,71,0,21,11
120,3,2,0,52,0.33,2.3,20,127,1114,849,6.5,52,0
119,3,2,0,52,0.33,2.3,20,180,1159,451.5,0,52,5
122,3,2,0,52,0.33,2.5,20,137,505.5,542.5,0,52,4
123,3,2,0,52,0.33,2.5,20,39,0,255,0,45,7
121,3,2,0,52,0.33,2.5,20,140,1106.5,622,0,52,4
124,3,2,0,52,0.33,2.5,20,30,0,64,0,21,12
121,3,2,0,52,0.33,2.5,20,141,1106.5,612.5,0,52,4
119,3,2,0,52,0.33,2.3,20,181,1159,442.5,0,52,5
124,3,2,0,52,0.33,2.5,20,31,0,58,0,21,12
125,3,2,0,52,0.33,2.5,20,26,0,256.5,0,44,6
122,3,2,0,52,0.33,2.5,20,138,505.5,535.5,0,52,4
121,3,2,0,52,0.33,2.5,20,142,1125.5,621,0,52,6
118,3,2,0,52,0.33,2.3,20,199,463,407.5,0,52,3
124,3,2,0,52,0.33,2.5,20,32,0,52,0,21,14
125,3,2,0,52,0.33,2.5,20,27,0,243.5,0,44,6
123,3,2,0,52,0.33,2.5,20,40,13,390,0,52,2
122,3,2,0,52,0.33,2.5,20,139,505.5,528.5,0,52,4
120,3,2,0,52,0.33,2.3,20,128,1114,830.5,6,52,0
122,3,2,0,52,0.33,2.5,20,140,505.5,521.5,0,52,4
124,3,2,0,52,0.33,2.5,20,33,0,47.5,0,21,16
123,3,2,0,52,0.33,2.5,20,41,32,418.5,0,52,1
121,3,2,0,52,0.33,2.5,20,143,1125.5,614.5,0,52,6
119,3,2,0,52,0.33,2.3,20,182,1202.5,507,0,52,3
125,3,2,0,52,0.33,2.5,20,28,0,230.5,0,44,7
122,3,2,0,52,0.33,2.5,20,141,505.5,514.5,0,52,5
124,3,2,0,52,0.33,2.5,20,34,0,45,0,21,17
123,3,2,0,52,0.33,2.5,20,42,32,398,0,52,1
118,3,2,0,52,0.33,2.3,20,200,463,390,0,52,3
119,3,2,0,52,0.33,2.3,20,183,1202.5,508,0,52,3
124,3,2,0,52,0.33,2.5,20,35,0,44,0,21,17
126,3,2,0,52,0.33,2.5,20,0,0,160,0,19,1
121,3,2,0,52,0.33,2.5,20,144,1125.5,608,0,52,6
125,3,2,0,52,0.33,2.5,20,29,0,219.5,0,44,7
124,3,2,0,52,0.33,2.5,20,36,0,43,0,21,17
119,3,2,0,52,0.33,2.3,20,184,1202.5,495,0,52,4
121,3,2,0,52,0.33,2.5,20,145,1125.5,601.5,0,52,6
124,3,2,0,52,0.33,2.5,20,37,0,42,0,21,17
120,3,2,0,52,0.33,2.3,20,129,1114,812,5.5,52,0
123,3,2,0,52,0.33,2.5,20,43,32,377.5,0,52,1
125,3,2,0,52,0.33,2.5,20,30,0,209,0,44,8
123,3,2,0,52,0.33,2.5,20,44,32,357,0,52,2
121,3,2,0,52,0.33,2.5,20,146,1125.5,595,0,52,6
122,3,2,0,52,0.33,2.5,20,142,505.5,508.5,0,52,6
126,3,2,0,52,0.33,2.5,20,1,0,279.5,0,33.5,2
120,3,2,0,52,0.33,2.3,20,130,1114,793.5,5,52,0
125,3,2,0,52,0.33,2.5,20,31,0,199.5,0,44,10
119,3,2,0,52,0.33,2.3,20,185,1202.5,483,0,52,5
124,3,2,0,52,0.33,2.5,20,38,0,59.5,0,21,16
125,3,2,0,52,0.33,2.5,20,32,0,194,0,44,10
121,3,2,0,52,0.33,2.5,20,147,1125.5,588.5,0,52,6
119,3,2,0,52,0.33,2.3,20,186,1202.5,471.5,0,52,6
123,3,2,0,52,0.33,2.5,20,45,41,371.5,0,52,1
121,3,2,0,52,0.33,2.5,20,148,1125.5,582,0,52,6
126,3,2,0,52,0.33,2.5,20,2,0,262,0,33,4
120,3,2,0,52,0.33,2.3,20,131,1123,787,4.5,52,0
119,3,2,0,52,0.33,2.3,20,187,1202.5,460.5,0,52,6
124,3,2,0,52,0.33,2.5,20,39,0,58,0,21,16
121,3,2,0,52,0.33,2.5,20,149,1147.5,575.5,0,52,6
122,3,2,0,52,0.33,2.5,20,143,505.5,503.5,0,52,6
119,3,2,0,52,0.33,2.3,20,188,1202.5,449.5,0,52,6
123,3,2,0,52,0.33,2.5,20,46,41,352,0,52,3
124,3,2,0,52,0.33,2.5,20,40,0,56.5,0,21,16
119,3,2,0,52,0.33,2.3,20,189,1202.5,439.5,0,52,7
126,3,2,0,52,0.33,2.5,20,3,0,341.5,0,41.5,3
125,3,2,0,52,0.33,2.5,20,33,0,273,0,44,7
126,3,2,0,52,0.33,2.5,20,4,0,324,0,41,4
124,3,2,0,52,0.33,2.5,20,41,0,55,0,21,16
123,3,2,0,52,0.33,2.5,20,47,41,336.5,0,52,4
119,3,2,0,52,0.33,2.3,20,190,1202.5,431,0,52,8
120,3,2,0,52,0.33,2.3,20,132,1234,823.5,8,52,0
124,3,2,0,52,0.33,2.5,20,42,0,53.5,0,21,16
122,3,2,0,52,0.33,2.5,20,144,540.5,512,0,52,8
119,3,2,0,52,0.33,2.3,20,191,1242,442,0,52,7
121,3,2,0,52,0.33,2.5,20,150,1254.5,679.5,0,52,2
123,3,2,0,52,0.33,2.5,20,48,65,378,0,52,3
126,3,2,0,52,0.33,2.5,20,5,0,307.5,0,40.5,5
120,3,2,0,52,0.33,2.3,20,133,1234,805,7,52,0
125,3,2,0,52,0.33,2.5,20,34,14,385,0,52,5
125,3,2,0,52,0.33,2.5,20,35,14,370,0,52,5
121,3,2,0,52,0.33,2.5,20,151,1254.5,666.5,0,52,2
123,3,2,0,52,0.33,2.5,20,49,65,361.5,0,52,3
124,3,2,0,52,0.33,2.5,20,43,0,90,0,41,15
126,3,2,0,52,0.33,2.5,20,6,0,293,0,40,6
120,3,2,0,52,0.33,2.3,20,134,1234,786.5,5,52,0
119,3,2,0,52,0.33,2.3,20,192,1242,433.5,0,52,7
126,3,2,0,52,0.33,2.5,20,7,0,279,0,39.5,6
121,3,2,0,52,0.33,2.5,20,152,1254.5,653.5,0,52,2
123,3,2,0,52,0.33,2.5,20,50,65,345,0,52,5
126,3,2,0,52,0.33,2.5,20,8,0,265,0,39,6
123,3,2,0,52,0.33,2.5,20,51,65,331,0,52,5
121,3,2,0,52,0.33,2.5,20,153,1254.5,640.5,0,52,2
120,3,2,0,52,0.33,2.3,20,135,1234,768,3,52,0
124,3,2,0,52,0.33,2.5,20,44,0,86.5,0,41,15
119,3,2,0,52,0.33,2.3,20,193,1242,425,0,52,7
123,3,2,0,52,0.33,2.5,20,52,65,317,0,52,7
124,3,2,0,52,0.33,2.5,20,45,0,83,0,41,15
122,3,2,0,52,0.33,2.5,20,145,620,651,3,52,0
126,3,2,0,52,0.33,2.5,20,9,0,251,0,38.5,7
119,3,2,0,52,0.33,2.3,20,194,1242,416.5,0,52,7
121,3,2,0,52,0.33,2.5,20,154,1254.5,627.5,0,52,2
120,3,2,0,52,0.33,2.3,20,136,1234,749.5,1,52,0
119,3,2,0,52,0.33,2.3,20,195,1242,408,0,52,7
125,3,2,0,52,0.33,2.5,20,36,61,500.5,0,52,1
123,3,2,0,52,0.33,2.5,20,53,65,306,0,52,7
126,3,2,0,52,0.33,2.5,20,10,0,239,0,38,7
121,3,2,0,52,0.33,2.5,20,155,1254.5,614.5,0,52,2
120,3,2,0,52,0.33,2.3,20,137,1234,732,0,52,1
125,3,2,0,52,0.33,2.5,20,37,61,480,0,52,2
126,3,2,0,52,0.33,2.5,20,11,0,227,0,37.5,7
119,3,2,0,52,0.33,2.3,20,196,1242,399.5,0,52,7
120,3,2,0,52,0.33,2.3,20,138,1234,715.5,0,52,1
123,3,2,0,52,0.33,2.5,20,54,65,295,0,52,9
125,3,2,0,52,0.33,2.5,20,38,61,461.5,0,52,2
122,3,2,0,52,0.33,2.5,20,146,632.5,647,2,52,0
121,3,2,0,52,0.33,2.5,20,156,1254.5,601.5,0,52,2
119,3,2,0,52,0.33,2.3,20,197,1242,392,0,52,9
123,3,2,0,52,0.33,2.5,20,55,65,288,0,52,9
125,3,2,0,52,0.33,2.5,20,39,61,444,0,52,3
124,3,2,0,52,0.33,2.5,20,46,0,167,0,41,5
121,3,2,0,52,0.33,2.5,20,157,1254.5,589.5,0,52,5
126,3,2,0,52,0.33,2.5,20,12,0,215,0,37,8
123,3,2,0,52,0.33,2.5,20,56,65,281,0,52,9
120,3,2,0,52,0.33,2.3,20,139,1234,699,0,52,1
122,3,2,0,52,0.33,2.5,20,147,632.5,634.5,1,52,0
124,3,2,0,52,0.33,2.5,20,47,0,151,0,41,7
125,3,2,0,52,0.33,2.5,20,40,61,427.5,0,52,3
123,3,2,0,52,0.33,2.5,20,57,65,274,0,52,9
126,3,2,0,52,0.33,2.5,20,13,0,203.5,0,36.5,8
123,3,2,0,52,0.33,2.5,20,58,65,267,0,52,9
121,3,2,0,52,0.33,2.5,20,158,1280.5,641.5,0,52,5
123,3,2,0,52,0.33,2.5,20,59,65,260,0,52,9
120,3,2,0,52,0.33,2.3,20,140,1238,699.5,0,52,2
119,3,2,0,52,0.33,2.3,20,198,1242,399.5,0,52,8
122,3,2,0,52,0.33,2.5,20,148,632.5,622,0,52,1
123,3,2,0,52,0.33,2.5,20,60,65,253,0,52,9
124,3,2,0,52,0.33,2.5,20,48,0,265,0,41,3
123,3,2,0,52,0.33,2.5,20,61,65,246,0,52,10
126,3,2,0,52,0.33,2.5,20,14,0,235,0,41,7
120,3,2,0,52,0.33,2.3,20,141,1238,685,0,52,2
123,3,2,0,52,0.33,2.5,20,62,65,241,0,52,13
122,3,2,0,52,0.33,2.5,20,149,632.5,610.5,0,52,1
124,3,2,0,52,0.33,2.5,20,49,0,245,0,41,5
126,3,2,0,52,0.33,2.5,20,15,0,223,0,40.5,7
125,3,2,0,52,0.33,2.5,20,41,117,603.5,4.5,52,0
121,3,2,0,52,0.33,2.5,20,159,1388,713,6,52,0
123,3,2,0,52,0.33,2.5,20,63,65,238.5,0,52,13
120,3,2,0,52,0.33,2.3,20,142,1238,670.5,0,52,2
122,3,2,0,52,0.33,2.5,20,150,632.5,600,0,52,2
119,3,2,0,52,0.33,2.3,20,199,1309,444.5,0,52,6
126,3,2,0,52,0.33,2.5,20,16,0,212,0,40,9
123,3,2,0,52,0.33,2.5,20,64,65,236,0,52,13
124,3,2,0,52,0.33,2.5,20,50,0,276,0,41,4
121,3,2,0,52,0.33,2.5,20,160,1388,696,4,52,0
123,3,2,0,52,0.33,2.5,20,65,65,233.5,0,52,13
126,3,2,0,52,0.33,2.5,20,17,0,202.5,0,39.5,9
120,3,2,0,52,0.33,2.3,20,143,1238,656,0,52,2
123,3,2,0,52,0.33,2.5,20,66,65,231,0,52,13
122,3,2,0,52,0.33,2.5,20,151,632.5,590,0,52,2
121,3,2,0,52,0.33,2.5,20,161,1388,679,2,52,0
119,3,2,0,52,0.33,2.3,20,200,1324,460,0,52,4
124,3,2,0,52,0.33,2.5,20,51,0,257,0,41,5
126,3,2,0,52,0.33,2.5,20,18,0,193,0,39,9
127,3,2,0,52,0.33,2.5,20,0,0,226,1,19,0
125,3,2,0,52,0.33,2.5,20,42,117,581.5,3,52,0
123,3,2,0,52,0.33,2.5,20,67,65,228.5,0,52,14
122,3,2,0,52,0.33,2.5,20,152,632.5,580,0,52,2
126,3,2,0,52,0.33,2.5,20,19,0,183.5,0,38.5,10
121,3,2,0,52,0.33,2.5,20,162,1388,662,0,52,2
120,3,2,0,52,0.33,2.3,20,144,1276,686.5,0,52,2
120,3,2,0,52,0.33,2.3,20,145,1276,672,0,52,2
121,3,2,0,52,0.33,2.5,20,163,1388,649,0,52,3
127,3,2,0,52,0.33,2.5,20,1,0,234,0,27,1
126,3,2,0,52,0.33,2.5,20,20,0,175,0,38,11
123,3,2,0,52,0.33,2.5,20,68,65,227,0,52,15
125,3,2,0,52,0.33,2.5,20,43,145,600.5,1.5,52,0
121,3,2,0,52,0.33,2.5,20,164,1388,638,0,52,3
126,3,2,0,52,0.33,2.5,20,21,0,168.5,0,37.5,11
127,3,2,0,52,0.33,2.5,20,2,0,214,0,25,1
124,3,2,0,52,0.33,2.5,20,52,0,239.5,0,41,6
125,3,2,0,52,0.33,2.5,20,44,145,578.5,0,52,2
120,3,2,0,52,0.33,2.3,20,146,1276,657.5,0,52,2
122,3,2,0,52,0.33,2.5,20,153,632.5,571,0,52,3
127,3,2,0,52,0.33,2.5,20,3,0,194,0,23,1
126,3,2,0,52,0.33,2.5,20,22,0,162,0,37,11
